Buildfile: /home/ec2-user/ASL-MQ/build.xml

compile:

jar:

run:
     [java] Message server running
     [java] ########## Middleware Report ##########
     [java] Req#	 Time	 Resp	 Rate	 Recv#	 Throughput
     [java] 1000	 48912	 48	 20	 984	 100
     [java] 2000	 96680	 48	 20	 1984	 133
     [java] 3000	 144382	 48	 20	 2986	 150
     [java] 4000	 191798	 47	 20	 3985	 160
     [java] 5000	 238867	 47	 21	 4986	 166
     [java] 6000	 287363	 47	 20	 5992	 171
     [java] 7000	 335254	 47	 20	 6984	 175
     [java] 8000	 382824	 47	 20	 7986	 177
     [java] 9000	 430221	 47	 20	 8984	 180
     [java] 10000	 479717	 47	 20	 9984	 178
     [java] 11000	 528286	 48	 20	 10986	 180
     [java] 12000	 580291	 48	 20	 11985	 181
     [java] 13000	 629144	 48	 20	 12984	 180
     [java] 14000	 678541	 48	 20	 13984	 181
     [java] 15000	 729002	 48	 20	 14985	 182
     [java] 16000	 779895	 48	 20	 15984	 181
     [java] 17000	 831194	 48	 20	 16987	 182
     [java] 18000	 884850	 49	 20	 17985	 181
     [java] 19000	 937724	 49	 20	 18984	 182
     [java] 20000	 990658	 49	 20	 19984	 181
     [java] 21000	 1041711	 49	 20	 20984	 182
     [java] 22000	 1092756	 49	 20	 21984	 181
     [java] 23000	 1146020	 49	 20	 22985	 182
     [java] 24000	 1198868	 49	 20	 23984	 181
     [java] 25000	 1252591	 50	 19	 24985	 181
     [java] 26000	 1307787	 50	 19	 25984	 180
     [java] 27000	 1363080	 50	 19	 26984	 181
     [java] 28000	 1420414	 50	 19	 27985	 180
     [java] 29000	 1476581	 50	 19	 28984	 180
     [java] 30000	 1535964	 51	 19	 29985	 178
     [java] 31000	 1590373	 51	 19	 30986	 179
     [java] 32000	 1646610	 51	 19	 31984	 178
     [java] 33000	 1705140	 51	 19	 32985	 178
     [java] 34000	 1762705	 51	 19	 33986	 177
     [java] 35000	 1821060	 52	 19	 34985	 176
     [java] 36000	 1881626	 52	 19	 35985	 176
     [java] 37000	 1942716	 52	 19	 36984	 176
     [java] 38000	 2003511	 52	 18	 37985	 175
     [java] 39000	 2068329	 53	 18	 38985	 174
     [java] 40000	 2140740	 53	 18	 39985	 173
     [java] 41000	 2226738	 54	 18	 40984	 170
     [java] 42000	 2326427	 55	 18	 41984	 168
     [java] 43000	 2421802	 56	 17	 42984	 165
     [java] 44000	 2525636	 57	 17	 43984	 162
     [java] 45000	 2633057	 58	 17	 44984	 159
     [java] 46000	 2750663	 59	 16	 45985	 156
     [java] 47000	 2856425	 60	 16	 46985	 154
     [java] 48000	 2975114	 61	 16	 47985	 151
     [java] 49000	 3091184	 63	 15	 48984	 148
     [java] 50000	 3209063	 64	 15	 49984	 146
     [java] 51000	 3327565	 65	 15	 50984	 144
     [java] 52000	 3454612	 66	 15	 51984	 142
     [java] 53000	 3584087	 67	 14	 52985	 139
     [java] 54000	 3700917	 68	 14	 53984	 137
     [java] 55000	 3820952	 69	 14	 54984	 136
     [java] 56000	 3966357	 70	 14	 55985	 133
     [java] 57000	 4111217	 72	 13	 56984	 131
     [java] 58000	 4245561	 73	 13	 57984	 129
     [java] 59000	 4373467	 74	 13	 58985	 127
     [java] 60000	 4518360	 75	 13	 59984	 126
     [java] 61000	 4664659	 76	 13	 60985	 124
     [java] 62000	 4816753	 77	 12	 61984	 122
     [java] 63000	 4956587	 78	 12	 62984	 120
     [java] 64000	 5099413	 79	 12	 63984	 119
     [java] 65000	 5237860	 80	 12	 64984	 118
     [java] 66000	 5390369	 81	 12	 65984	 117
     [java] 67000	 5547328	 82	 12	 66984	 115
     [java] 68000	 5706953	 83	 11	 67985	 113
     [java] 69000	 5861295	 84	 11	 68984	 112
     [java] 70000	 6011241	 85	 11	 69985	 111
     [java] 71000	 6175141	 86	 11	 70985	 110
     [java] 72000	 6353125	 88	 11	 71984	 108
     [java] 73000	 6530532	 89	 11	 72985	 107
     [java] 74000	 6704304	 90	 11	 73984	 106
     [java] 75000	 6888348	 91	 10	 74984	 104
     [java] 76000	 7058002	 92	 10	 75984	 103
     [java] 77000	 7235355	 93	 10	 76984	 102
     [java] 78000	 7418187	 95	 10	 77984	 101
     [java] 79000	 7608573	 96	 10	 78984	 100
     [java] 80000	 7799052	 97	 10	 79986	 98
     [java] 81000	 7989201	 98	 10	 80984	 97
     [java] 82000	 8189627	 99	 10	 81984	 96
     [java] 83000	 8386137	 101	 9	 82985	 95
     [java] 84000	 8589311	 102	 9	 83984	 94
     [java] 85000	 8795962	 103	 9	 84984	 93
     [java] 86000	 9000568	 104	 9	 85984	 92
     [java] 87000	 9210519	 105	 9	 86985	 91
     [java] 88000	 9413780	 106	 9	 87984	 90
     [java] 89000	 9622592	 108	 9	 88984	 89
     [java] 90000	 9842356	 109	 9	 89984	 88
     [java] 91000	 10061724	 110	 9	 90984	 87
     [java] 92000	 10269421	 111	 8	 91984	 86
     [java] 93000	 10492037	 112	 8	 92984	 85
     [java] 94000	 10714644	 113	 8	 93984	 84
     [java] 95000	 10944100	 115	 8	 94984	 84
     [java] 96000	 11172286	 116	 8	 95984	 83
     [java] 97000	 11403564	 117	 8	 96984	 82
     [java] 98000	 11638768	 118	 8	 97985	 81
     [java] 99000	 11879126	 119	 8	 98984	 80
     [java] 100000	 12108890	 121	 8	 99984	 80
     [java] 101000	 12342513	 122	 8	 100985	 79
     [java] 102000	 12582090	 123	 8	 101984	 78
     [java] 103000	 12834473	 124	 8	 102984	 77
     [java] 104000	 13079863	 125	 7	 103984	 77
     [java] 105000	 13326535	 126	 7	 104984	 76
     [java] 106000	 13580514	 128	 7	 105984	 75
     [java] 107000	 13836820	 129	 7	 106985	 75
     [java] 108000	 14087346	 130	 7	 107984	 74
     [java] 109000	 14345354	 131	 7	 108985	 73
     [java] 110000	 14615287	 132	 7	 109984	 73
     [java] 111000	 14888147	 134	 7	 110984	 72
     [java] 112000	 15158997	 135	 7	 111984	 71
     [java] 113000	 15430897	 136	 7	 112985	 71
     [java] 114000	 15709083	 137	 7	 113984	 70
     [java] 115000	 15976902	 138	 7	 114984	 70
     [java] 116000	 16254645	 140	 7	 115984	 69
     [java] 117000	 16529907	 141	 7	 116984	 69
     [java] 118000	 16805299	 142	 7	 117984	 68
     [java] 119000	 17098563	 143	 6	 118984	 67
     [java] 120000	 17378773	 144	 6	 119984	 67
     [java] 120673	 17565276	 145	 6	 120658	 67
     [java] Message server shutdown

BUILD SUCCESSFUL
Total time: 30 minutes 3 seconds
