Buildfile: /home/ec2-user/ASL-MQ/build.xml

compile:

jar:

run:
     [java] Message server running
     [java] ########## Middleware Report ##########
     [java] Req#	 Time	 Resp	 Rate	 Recv#	 Throughput
     [java] 57000	 12098104	 212	 4	 56967	 134
     [java] 58000	 12577866	 216	 4	 57967	 132
     [java] 59000	 12944238	 219	 4	 58967	 130
     [java] 60000	 13300623	 221	 4	 59967	 129
     [java] 61000	 13805621	 226	 4	 60969	 126
     [java] 62000	 14304036	 230	 4	 61967	 124
     [java] 63000	 14833736	 235	 4	 62967	 122
     [java] 64000	 15340371	 239	 4	 63968	 120
     [java] 65000	 15757364	 242	 4	 64968	 119
     [java] 66000	 16132087	 244	 4	 65967	 118
     [java] 67000	 16731738	 249	 4	 66967	 115
     [java] 68000	 17261000	 253	 3	 67967	 114
     [java] 69000	 17822303	 258	 3	 68967	 112
     [java] 70000	 18401620	 262	 3	 69967	 110
     [java] 71000	 18912674	 266	 3	 70967	 108
     [java] 72000	 19364133	 268	 3	 71967	 107
     [java] 73000	 19927366	 272	 3	 72967	 106
     [java] 74000	 20533024	 277	 3	 73968	 104
     [java] 75000	 21193692	 282	 3	 74967	 102
     [java] 76000	 21762669	 286	 3	 75967	 101
     [java] 77000	 22400553	 290	 3	 76967	 100
     [java] 78000	 22866258	 293	 3	 77968	 99
     [java] 79000	 23408391	 296	 3	 78967	 98
     [java] 80000	 24123861	 301	 3	 79968	 96
     [java] 81000	 24792457	 306	 3	 80968	 95
     [java] 82000	 25475621	 310	 3	 81967	 94
     [java] 83000	 26162391	 315	 3	 82967	 92
     [java] 84000	 26683103	 317	 3	 83967	 92
     [java] 85000	 27221431	 320	 3	 84967	 91
     [java] 86000	 27927737	 324	 3	 85967	 90
     [java] 87000	 28618939	 328	 3	 86967	 89
     [java] 88000	 29377430	 333	 2	 87967	 87
     [java] 89000	 30025358	 337	 2	 88967	 86
     [java] 90000	 30683077	 340	 2	 89968	 85
     [java] 91000	 31259785	 343	 2	 90967	 85
     [java] 92000	 32007858	 347	 2	 91967	 84
     [java] 93000	 32760626	 352	 2	 92967	 83
     [java] 94000	 33494976	 356	 2	 93967	 82
     [java] 95000	 34258238	 360	 2	 94967	 81
     [java] 96000	 34976671	 364	 2	 95967	 80
     [java] 97000	 35652738	 367	 2	 96967	 79
     [java] 98000	 36341613	 370	 2	 97967	 79
     [java] 99000	 37108092	 374	 2	 98968	 78
     [java] 100000	 37881748	 378	 2	 99967	 77
     [java] 101000	 38719662	 383	 2	 100968	 76
     [java] 102000	 39498041	 387	 2	 101967	 76
     [java] 103000	 40294872	 391	 2	 102967	 75
     [java] 104000	 40981080	 394	 2	 103967	 74
     [java] 105000	 41754876	 397	 2	 104967	 74
     [java] 106000	 42618610	 402	 2	 105967	 73
     [java] 107000	 43444896	 406	 2	 106967	 72
     [java] 108000	 44336673	 410	 2	 107967	 71
     [java] 109000	 45115658	 413	 2	 108967	 71
     [java] 110000	 45988803	 418	 2	 109967	 70
     [java] 111000	 46740345	 421	 2	 110967	 70
     [java] 112000	 47646980	 425	 2	 111967	 69
     [java] 113000	 48469767	 428	 2	 112968	 68
     [java] 114000	 49327210	 432	 2	 113967	 68
     [java] 115000	 50239932	 436	 2	 114968	 67
     [java] 116000	 51132759	 440	 2	 115967	 66
     [java] 117000	 52050330	 444	 2	 116967	 66
     [java] 118000	 52904275	 448	 2	 117967	 65
     [java] 118233	 53165748	 449	 2	 118200	 65
     [java] Message server shutdown

BUILD SUCCESSFUL
Total time: 30 minutes 4 seconds
